lat,lon,date,offense,street
41.651392989,-86.27474498,2023-04-02T00:00:00Z,,Dorothy
41.651410004,-86.26744996,2023-06-25T00:00:00Z,,Arnold
41.65141902,-86.25758999,2024-06-15T00:00:00Z,,Taylor
41.65141902,-86.25758999,2024-07-27T00:00:00Z,,Taylor
41.65142501,-86.22362903,2024-07-28T00:00:00Z,,Ewing
41.651427984,-86.25102302,2023-07-11T00:00:00Z,,Main
41.65143,-86.2236,2024-08-11T00:00:00Z,,Ewing
41.65143,-86.2236,2025-04-16T00:00:00Z,,Ewing
41.65143,-86.2236,2025-06-27T00:00:00Z,,Ewing
41.65144399,-86.22587496,2024-05-15T00:00:00Z,,Ewing
41.651449986,-86.22197302,2022-01-03T00:00:00Z,,Ewing
41.651454009,-86.22644703,2023-01-13T00:00:00Z,,Ewing
41.65146,-86.2193,2025-06-02T00:00:00Z,,Ewing
41.651461008,-86.21812204,2022-05-03T00:00:00Z,,Ewing
41.65146302,-86.219684,2023-01-30T00:00:00Z,,Ewing
41.65146398,-86.28686798,2024-04-29T00:00:00Z,,Prospect
41.651467001,-86.26330997,2023-01-11T00:00:00Z,,Kemble
41.651467001,-86.26330997,2024-02-13T00:00:00Z,,Kemble
41.65147,-86.2273,2025-05-10T00:00:00Z,,Ewing
41.65147,-86.2244,2025-11-23T00:00:00Z,,Ewing
41.651475006,-86.26379696,2022-04-30T00:00:00Z,,Kemble
41.651475006,-86.26379696,2023-01-13T00:00:00Z,,Kemble
41.65148,-86.2821,2025-01-18T00:00:00Z,,Phillipa
41.65148,-86.2232,2025-06-02T00:00:00Z,,Ewing
41.65148,-86.2207,2025-10-03T00:00:00Z,,Ewing
41.651485986,-86.27734102,2022-12-28T00:00:00Z,,Prairie
41.65149902,-86.24567503,2023-09-04T00:00:00Z,,Fox
41.651514384,-86.24967113,2023-12-08T00:00:00Z,,Michigan
41.65151499,-86.24555601,2024-09-29T00:00:00Z,,Fox
41.651526546,-86.24925851,2023-07-25T00:00:00Z,,Fox
41.65152689,-86.24968181,2024-07-22T00:00:00Z,,Michigan
41.65153,-86.2456,2025-08-19T00:00:00Z,,Fox
41.65153,-86.2456,2025-08-26T00:00:00Z,,Fox
41.65153,-86.2456,2025-09-18T00:00:00Z,,Fox
41.651548012,-86.23050596,2023-03-28T00:00:00Z,,Leer
41.65156,-86.26569495,2024-06-07T00:00:00Z,,Oliver
41.651574412,-86.24779108,2023-04-10T00:00:00Z,,Fox
41.651584013,-86.27174702,2023-07-08T00:00:00Z,,Morris
41.651584013,-86.27174702,2023-07-09T00:00:00Z,,Morris
41.651584013,-86.27174702,2023-09-02T00:00:00Z,,Morris
41.651587994,-86.28324004,2022-05-28T00:00:00Z,,Olive
41.651595999,-86.250056,2022-05-16T00:00:00Z,,Michigan
41.6516,-86.2501,2025-11-16T00:00:00Z,,Michigan
41.651604989,-86.23484033,2023-09-12T00:00:00Z,,Miami
41.651604989,-86.23484033,2023-09-13T00:00:00Z,,Miami
41.65160899,-86.27540597,2024-05-03T00:00:00Z,,Glen
41.651608991,-86.27540597,2024-03-03T00:00:00Z,,Glen
41.651618001,-86.23001001,2022-02-21T00:00:00Z,,Leer
41.65162,-86.2633,2025-11-20T00:00:00Z,,Kemble
41.65163,-86.2548,2025-03-28T00:00:00Z,,Franklin
41.65163,-86.2386,2025-07-12T00:00:00Z,,Fox
41.651648009,-86.23794096,2022-10-26T00:00:00Z,,Fox
41.65165,-86.2384,2025-04-15T00:00:00Z,,Fox
41.65165002,-86.23841697,2022-12-03T00:00:00Z,,Fox
41.65165002,-86.23841697,2023-11-07T00:00:00Z,,Fox
41.651674998,-86.23810299,2022-07-26T00:00:00Z,,Fox
41.651674998,-86.23810299,2024-01-27T00:00:00Z,,Fox
41.651684009,-86.25089695,2022-07-03T00:00:00Z,,Donald
41.65169,-86.2372,2025-04-22T00:00:00Z,,Fox
41.651694989,-86.23703396,2023-06-13T00:00:00Z,,Fox
41.651702994,-86.25426497,2022-10-23T00:00:00Z,,Franklin
41.651712,-86.25011702,2024-10-10T00:00:00Z,,Michigan
41.651712004,-86.25011702,2022-09-28T00:00:00Z,,Michigan
41.65172,-86.2358,2025-05-03T00:00:00Z,,Fox
41.651724996,-86.23560501,2023-03-21T00:00:00Z,,Fox
41.651730989,-86.23591397,2022-05-14T00:00:00Z,,Fox
41.651730989,-86.234554,2022-01-31T00:00:00Z,,Miami
41.651743017,-86.26012501,2023-07-26T00:00:00Z,,Kendall
41.651743017,-86.25844997,2023-04-05T00:00:00Z,,Scott
41.65175002,-86.25768596,2024-09-14T00:00:00Z,,Taylor
41.65176,-86.2614,2025-06-15T00:00:00Z,,Chapin
41.651767995,-86.24870601,2024-01-04T00:00:00Z,,Fox
41.65177298,-86.24925997,2024-07-01T00:00:00Z,,Michigan
41.651772983,-86.24925997,2022-09-02T00:00:00Z,,Michigan
41.651772983,-86.24925997,2023-07-15T00:00:00Z,,Michigan
41.651773989,-86.26199501,2023-12-21T00:00:00Z,,Catalpa
41.651779018,-86.24805096,2022-12-16T00:00:00Z,,Fox
41.651779018,-86.24805096,2023-01-22T00:00:00Z,,Fox
41.651779018,-86.24805096,2023-04-04T00:00:00Z,,Fox
41.65178,-86.2576,2024-12-22T00:00:00Z,,Taylor
41.65178,-86.2481,2025-05-22T00:00:00Z,,Fox
41.65178,-86.2481,2025-05-30T00:00:00Z,,Fox
41.65178,-86.2481,2025-09-16T00:00:00Z,,Fox
41.65178,-86.2481,2025-11-01T00:00:00Z,,Fox
41.6518,-86.2472,2025-01-04T00:00:00Z,,Fox
41.651810995,-86.24706902,2023-02-02T00:00:00Z,,Fox
41.65182,-86.2469,2025-04-02T00:00:00Z,,Fox
41.65182399,-86.283262,2024-07-31T00:00:00Z,,Olive
41.65183602,-86.24579799,2024-07-14T00:00:00Z,,Fox
41.651837984,-86.23051996,2022-05-27T00:00:00Z,,Leer
41.651839996,-86.24659201,2022-06-27T00:00:00Z,,Fox
41.65184,-86.2458,2024-08-31T00:00:00Z,,Fox
41.65184,-86.2458,2024-12-16T00:00:00Z,,Fox
41.65184,-86.2458,2025-01-11T00:00:00Z,,Fox
41.651841002,-86.28514801,2022-04-02T00:00:00Z,,Meade
41.651841002,-86.26251997,2023-10-05T00:00:00Z,,Catalpa
41.651857011,-86.22669496,2023-03-28T00:00:00Z,,Fox
41.65186401,-86.22495899,2022-09-03T00:00:00Z,,Fox
41.651865016,-86.28272799,2023-12-16T00:00:00Z,,Olive
41.651865016,-86.27360001,2022-08-21T00:00:00Z,,Gertrude
41.651872979,-86.27747999,2022-05-31T00:00:00Z,,Prairie
41.65188002,-86.26627004,2023-01-01T00:00:00Z,,Oliver
41.65188028,-86.26604586,2024-04-17T00:00:00Z,,Oliver
41.651893012,-86.266897,2023-10-23T00:00:00Z,,Arnold
41.651894981,-86.25479102,2024-01-04T00:00:00Z,,Franklin
41.651901016,-86.25896102,2023-12-22T00:00:00Z,,Scott
41.651908979,-86.26086798,2022-12-08T00:00:00Z,,Chapin
41.651908979,-86.26086798,2023-01-18T00:00:00Z,,Chapin
41.651910991,-86.26807298,2022-10-24T00:00:00Z,,Webster
41.651910991,-86.26807298,2022-12-22T00:00:00Z,,Webster
41.651927,-86.28325202,2022-07-03T00:00:00Z,,Olive
41.651927,-86.28325202,2022-10-19T00:00:00Z,,Olive
41.651930982,-86.22626799,2022-07-12T00:00:00Z,,Fox
41.651931987,-86.25285698,2024-01-12T00:00:00Z,,Lafayette
41.65193501,-86.22778998,2024-07-08T00:00:00Z,,Fox
41.651938986,-86.22684701,2023-05-12T00:00:00Z,,Fox
41.65194,-86.2191,2025-03-10T00:00:00Z,,Fox
41.651942,-86.22955797,2024-04-25T00:00:00Z,,Fox
41.651942004,-86.22955797,2022-10-24T00:00:00Z,,Fox
41.651942004,-86.22955797,2023-02-18T00:00:00Z,,Fox
41.65194829,-86.2239265,2025-02-24T00:00:00Z,,Fox
41.65195,-86.2999,2024-11-29T00:00:00Z,,Calvert
41.65195,-86.2235,2024-08-23T00:00:00Z,,Fox
41.651958013,-86.22154998,2022-12-20T00:00:00Z,,Fox
41.65196,-86.2238,2025-11-04T00:00:00Z,,Fox
41.65196,-86.223,2025-08-30T00:00:00Z,,Fox
41.65196,-86.2216,2025-01-02T00:00:00Z,,Fox
41.65196,-86.2216,2025-08-06T00:00:00Z,,Fox
41.65196,-86.2216,2025-09-07T00:00:00Z,,Fox
41.65196,-86.2215,2024-11-09T00:00:00Z,,Fox
41.65196501,-86.23463598,2024-05-04T00:00:00Z,,Miami
41.651968994,-86.232914,2023-03-06T00:00:00Z,,Fox
41.65198,-86.2395,2024-12-22T00:00:00Z,,High
41.65198,-86.2395,2025-04-19T00:00:00Z,,High
41.65198,-86.2395,2025-05-24T00:00:00Z,,High
41.65198,-86.2395,2025-07-06T00:00:00Z,,High
41.65198098,-86.23131297,2023-05-04T00:00:00Z,,Fox
41.651985,-86.23897001,2024-10-05T00:00:00Z,,Fox
41.651985,-86.23336101,2024-09-15T00:00:00Z,,Fox
41.651985003,-86.23897001,2023-05-04T00:00:00Z,,Fox
41.651992002,-86.25479697,2022-09-26T00:00:00Z,,Franklin
41.652038982,-86.272246,2022-12-05T00:00:00Z,,Morris
41.652048999,-86.275985,2022-07-01T00:00:00Z,,Prairie
41.65206,-86.2378,2025-05-09T00:00:00Z,,Fox
41.65206,-86.2378,2025-05-10T00:00:00Z,,Fox
41.652078,-86.23761197,2022-11-09T00:00:00Z,,Fox
41.65208,-86.2548,2025-08-06T00:00:00Z,,Franklin
41.652088017,-86.23703899,2022-11-27T00:00:00Z,,Fox
41.652088017,-86.23703899,2023-03-20T00:00:00Z,,Fox
41.65209,-86.2344,2024-11-06T00:00:00Z,,Fox
41.652092747,-86.234421,2022-04-02T00:00:00Z,,Fox
41.652092747,-86.234421,2022-07-05T00:00:00Z,,Fox
41.652098997,-86.27939601,2022-04-26T00:00:00Z,,Warren
41.6521,-86.2372,2025-04-23T00:00:00Z,,Fox
41.65210101,-86.23718701,2024-05-18T00:00:00Z,,Fox
41.65210499,-86.25704801,2022-07-13T00:00:00Z,,Taylor
41.65210499,-86.25704801,2022-09-05T00:00:00Z,,Taylor
41.65210499,-86.25704801,2023-01-10T00:00:00Z,,Taylor
41.652116012,-86.23610298,2022-06-16T00:00:00Z,,Fox
41.652118988,-86.25896102,2022-03-22T00:00:00Z,,Scott
41.652133991,-86.26329304,2023-08-12T00:00:00Z,,Kemble
41.652136003,-86.26202795,2022-02-26T00:00:00Z,,Catalpa
41.652136003,-86.26202795,2022-09-29T00:00:00Z,,Catalpa
41.65217,-86.2548,2024-08-15T00:00:00Z,,Franklin
41.65217,-86.2548,2024-11-09T00:00:00Z,,Franklin
41.652171,-86.25478901,2024-04-18T00:00:00Z,,Franklin
41.652194006,-86.25845299,2023-06-16T00:00:00Z,,Scott
41.652196981,-86.27987202,2023-10-16T00:00:00Z,,Warren
41.652205992,-86.26015703,2023-04-14T00:00:00Z,,Kendall
41.652205992,-86.26015703,2023-10-05T00:00:00Z,,Kendall
41.652208003,-86.28328496,2024-03-03T00:00:00Z,,Olive
41.65221,-86.2577,2025-07-29T00:00:00Z,,Taylor
41.652223007,-86.23899599,2023-01-03T00:00:00Z,,High
41.652223007,-86.23899599,2023-01-25T00:00:00Z,,High
41.652232381,-86.23499664,2023-03-23T00:00:00Z,,Miami
41.652234993,-86.24930297,2022-02-15T00:00:00Z,,Michigan
41.652234993,-86.24930297,2022-05-16T00:00:00Z,,Michigan
41.652234993,-86.24930297,2022-09-04T00:00:00Z,,Michigan
41.652234993,-86.24930297,2023-01-12T00:00:00Z,,Michigan
41.65223785,-86.2612055,2024-06-14T00:00:00Z,,Donald
41.65224,-86.2549,2025-11-23T00:00:00Z,,Franklin
41.652242998,-86.25558898,2023-03-23T00:00:00Z,,William
41.65226,-86.2548,2024-11-20T00:00:00Z,,Franklin
41.65226,-86.2548,2024-11-20T00:00:00Z,,Franklin
41.65226198,-86.254802,2024-05-07T00:00:00Z,,Franklin
41.652261983,-86.254802,2024-03-21T00:00:00Z,,Franklin
41.652261983,-86.254802,2024-03-21T00:00:00Z,,Franklin
41.652261983,-86.254802,2024-03-31T00:00:00Z,,Franklin
41.65229,-86.2347,2025-04-16T00:00:00Z,,Miami
41.652305988,-86.226702,2023-03-28T00:00:00Z,,Fox
41.652316004,-86.22860503,2022-04-27T00:00:00Z,,Fox
41.652316004,-86.22860503,2022-07-08T00:00:00Z,,Fox
41.65231701,-86.24887096,2023-08-18T00:00:00Z,,Donald
41.652319986,-86.22960097,2022-07-20T00:00:00Z,,Fox
41.65232,-86.2269,2025-04-25T00:00:00Z,,Fox
41.652328996,-86.23259197,2022-06-07T00:00:00Z,,Fox
41.652329,-86.22378502,2024-05-11T00:00:00Z,,Fox
41.65233,-86.2269,2025-03-26T00:00:00Z,,Fox
41.65233,-86.222,2025-06-09T00:00:00Z,,Fox
41.65233201,-86.23145102,2024-06-13T00:00:00Z,,Fox
41.652332014,-86.27297397,2022-07-06T00:00:00Z,,Gertrude
41.652332014,-86.27297397,2023-09-02T00:00:00Z,,Gertrude
41.652332014,-86.27297397,2023-11-04T00:00:00Z,,Gertrude
41.652332014,-86.22197897,2023-09-18T00:00:00Z,,Fox
41.652335995,-86.23170801,2022-10-10T00:00:00Z,,Fox
41.652335995,-86.22184695,2022-09-11T00:00:00Z,,Fox
41.65234098,-86.22584202,2024-04-11T00:00:00Z,,Fox
41.652341988,-86.24850199,2023-03-14T00:00:00Z,,Donald
41.652345006,-86.26924997,2022-11-07T00:00:00Z,,Swygart
41.652348987,-86.24928796,2023-08-24T00:00:00Z,,Michigan
41.652348987,-86.24928796,2023-08-30T00:00:00Z,,Michigan
41.65235,-86.2493,2025-07-19T00:00:00Z,,Michigan
41.65236,-86.2473,2025-09-28T00:00:00Z,,Donald
41.65236862,-86.28068615,2024-06-05T00:00:00Z,,Carlisle
41.65237099,-86.24732199,2022-08-31T00:00:00Z,,Donald
41.65237099,-86.21848003,2024-06-21T00:00:00Z,,Fox
41.652371995,-86.21692803,2022-07-23T00:00:00Z,,Fox
41.65237401,-86.21678102,2024-06-25T00:00:00Z,,Fox
41.65237401,-86.21678102,2024-06-25T00:00:00Z,,Fox
41.652383018,-86.24633703,2022-04-20T00:00:00Z,,Donald
41.652383982,-86.21707296,2022-02-08T00:00:00Z,,Fox
41.652384987,-86.21920297,2023-11-20T00:00:00Z,,Fox
41.652384987,-86.21920297,2023-11-27T00:00:00Z,,Fox
41.652385993,-86.24645002,2023-12-30T00:00:00Z,,Donald
41.652385993,-86.24645002,2024-03-28T00:00:00Z,,Donald
41.65239,-86.2458,2024-08-31T00:00:00Z,,Donald
41.652390017,-86.21812799,2022-07-25T00:00:00Z,,Hoke
41.6524,-86.2501,2024-12-27T00:00:00Z,,Michigan
41.6524,-86.2458,2024-12-25T00:00:00Z,,Donald
41.652400997,-86.23053203,2022-11-29T00:00:00Z,,Leer
41.65241,-86.2456,2025-04-21T00:00:00Z,,Donald
41.652411013,-86.24555802,2023-07-27T00:00:00Z,,Donald
41.652411013,-86.24555802,2023-07-28T00:00:00Z,,Donald
41.652415,-86.24543296,2024-05-31T00:00:00Z,,Donald
41.65241998,-86.24531402,2024-10-30T00:00:00Z,,Donald
41.65242,-86.2457,2024-11-14T00:00:00Z,,Donald
41.652425011,-86.27518997,2023-01-19T00:00:00Z,,Prairie
41.652429998,-86.26144499,2023-01-22T00:00:00Z,,Chapin
41.65243,-86.2456,2025-01-25T00:00:00Z,,Donald
41.652431,-86.26255702,2024-06-09T00:00:00Z,,Catalpa
41.652433688,-86.24969202,2022-06-13T00:00:00Z,,Donald
41.652433718,-86.24969201,2023-12-15T00:00:00Z,,Michigan
41.652435991,-86.25967197,2022-03-18T00:00:00Z,,Kendall
41.652435991,-86.25967197,2023-04-19T00:00:00Z,,Kendall
41.652436997,-86.26013197,2023-06-13T00:00:00Z,,Kendall
41.652453007,-86.270535,2022-04-10T00:00:00Z,,Walnut
41.652453007,-86.270535,2022-11-15T00:00:00Z,,Walnut
41.652453007,-86.270535,2022-11-15T00:00:00Z,,Walnut
41.652453007,-86.270535,2023-01-16T00:00:00Z,,Walnut
41.652476015,-86.263302,2022-08-04T00:00:00Z,,Kemble
41.65249,-86.2305,2024-08-06T00:00:00Z,,Leer
41.652491982,-86.27629395,2022-08-21T00:00:00Z,,Prairie
41.652491982,-86.27629395,2023-08-03T00:00:00Z,,Prairie
41.652496006,-86.254975,2023-12-09T00:00:00Z,,Franklin
41.65249601,-86.254975,2024-05-11T00:00:00Z,,Franklin
41.65250799,-86.23001696,2024-10-03T00:00:00Z,,Leer
41.65252199,-86.25898298,2024-10-12T00:00:00Z,,Scott
41.652534018,-86.26136402,2023-09-18T00:00:00Z,,Chapin
41.652546004,-86.28449799,2023-08-06T00:00:00Z,,Wabash
41.652546004,-86.28449799,2023-08-06T00:00:00Z,,Wabash
41.65255,-86.2845,2024-08-26T00:00:00Z,,Wabash
41.652555014,-86.28325001,2023-12-07T00:00:00Z,,Olive
41.65257002,-86.234654,2024-07-31T00:00:00Z,,Miami
41.65258,-86.2805,2024-12-25T00:00:00Z,,Carlisle
41.65258,-86.2794,2025-07-30T00:00:00Z,,Warren
41.65258,-86.2794,2025-09-11T00:00:00Z,,Warren
41.6526,-86.2764,2025-11-02T00:00:00Z,,Prairie
41.652616998,-86.25897703,2023-12-19T00:00:00Z,,Scott
41.65261901,-86.236077,2024-07-13T00:00:00Z,,Donald
41.65262,-86.2494,2025-10-07T00:00:00Z,,Michigan
41.65262002,-86.23624698,2024-05-03T00:00:00Z,,Donald
41.652621986,-86.23579,2023-08-24T00:00:00Z,,Donald
41.652625003,-86.23592201,2022-09-03T00:00:00Z,,Donald
41.652625003,-86.23592201,2023-07-28T00:00:00Z,,Donald
41.65263,-86.2794,2025-07-16T00:00:00Z,,Warren
41.65263,-86.2359,2024-08-29T00:00:00Z,,Donald
41.652637995,-86.24948502,2022-09-09T00:00:00Z,,Michigan
41.652637995,-86.24948502,2023-08-23T00:00:00Z,,Michigan
41.652637995,-86.24948502,2023-08-23T00:00:00Z,,Michigan
41.652639,-86.24112902,2024-06-14T00:00:00Z,,Calvert
41.652639001,-86.24112902,2022-08-31T00:00:00Z,,Calvert
41.652639001,-86.24112902,2023-08-18T00:00:00Z,,Calvert
41.65264,-86.2411,2025-07-11T00:00:00Z,,Calvert
41.652640974,-86.24594853,2022-06-09T00:00:00Z,,Donald
41.65266,-86.2503,2025-10-13T00:00:00Z,,Michigan
41.65267,-86.2395,2025-10-26T00:00:00Z,,High
41.652670014,-86.26330502,2022-09-22T00:00:00Z,,Kemble
41.652685018,-86.23465299,2022-11-11T00:00:00Z,,Miami
41.65269,-86.2489,2024-08-19T00:00:00Z,,Donald
41.65269298,-86.24815498,2022-06-20T00:00:00Z,,Donald
41.65269298,-86.24815498,2024-05-06T00:00:00Z,,Donald
41.652697004,-86.23284099,2022-04-08T00:00:00Z,,Donald
41.65269801,-86.27052704,2022-03-19T00:00:00Z,,Walnut
41.652699979,-86.25967499,2023-01-29T00:00:00Z,,Kendall
41.652699979,-86.25967499,2023-04-12T00:00:00Z,,Kendall
41.6527,-86.2705,2024-11-08T00:00:00Z,,Walnut
41.6527,-86.2392,2025-07-17T00:00:00Z,,High
41.65270564,-86.27052637,2025-02-10T00:00:00Z,,Walnut
41.65271,-86.2699,2025-05-29T00:00:00Z,,Swygart
41.652722988,-86.25025297,2022-07-11T00:00:00Z,,Michigan
41.652722988,-86.25025297,2023-08-14T00:00:00Z,,Michigan
41.652722988,-86.25025297,2023-11-10T00:00:00Z,,Michigan
41.652738997,-86.25623598,2023-10-17T00:00:00Z,,William
41.65274,-86.2459,2025-07-29T00:00:00Z,,Donald
41.65274302,-86.25568897,2024-06-27T00:00:00Z,,William
41.65274443,-86.23649112,2023-06-08T00:00:00Z,,Donald
41.652747002,-86.23320896,2023-11-29T00:00:00Z,,Donald
41.652749013,-86.23145303,2022-08-12T00:00:00Z,,Donald
41.652752995,-86.23094702,2022-10-10T00:00:00Z,,Donald
41.652757982,-86.23305297,2023-04-11T00:00:00Z,,Donald
41.652758988,-86.24634097,2024-01-11T00:00:00Z,,Donald
41.65276,-86.2469,2025-07-21T00:00:00Z,,Donald
41.65276,-86.2454,2025-07-12T00:00:00Z,,Donald
41.65276,-86.2454,2025-07-21T00:00:00Z,,Donald
41.65276301,-86.24544402,2024-06-25T00:00:00Z,,Donald
41.652763011,-86.24544402,2023-04-11T00:00:00Z,,Donald
41.652763011,-86.24544402,2023-05-12T00:00:00Z,,Donald
41.652763011,-86.24544402,2023-08-01T00:00:00Z,,Donald
41.652765987,-86.28325001,2023-06-20T00:00:00Z,,Olive
41.65277,-86.2467,2025-05-15T00:00:00Z,,Donald
41.652783002,-86.23461603,2024-01-25T00:00:00Z,,Miami
41.652783002,-86.23461603,2024-03-11T00:00:00Z,,Miami
41.652783002,-86.223925,2022-06-13T00:00:00Z,,Donald
41.652784286,-86.23020144,2022-10-11T00:00:00Z,,Leer
41.65279,-86.2219,2024-08-07T00:00:00Z,,Robinson
41.652792013,-86.279408,2023-08-20T00:00:00Z,,Warren
41.6528,-86.2469,2025-10-31T00:00:00Z,,Donald
41.652811,-86.26201899,2024-07-12T00:00:00Z,,Catalpa
41.65281498,-86.27764,2024-07-25T00:00:00Z,,Brookfield
41.652822984,-86.26254202,2022-04-04T00:00:00Z,,Catalpa
41.652833,-86.21954503,2023-11-29T00:00:00Z,,Donald
41.652834006,-86.25565503,2023-04-13T00:00:00Z,,William
41.652843016,-86.22685598,2023-01-04T00:00:00Z,,Donald
41.652843016,-86.22685598,2023-01-04T00:00:00Z,,Donald
41.652843016,-86.22685598,2023-07-01T00:00:00Z,,Donald
41.652843016,-86.22685598,2023-12-26T00:00:00Z,,Donald
41.652846998,-86.22672003,2022-05-12T00:00:00Z,,Donald
41.652848004,-86.25759602,2023-05-17T00:00:00Z,,Taylor
41.65284901,-86.22169298,2023-07-02T00:00:00Z,,Donald
41.65284901,-86.22169298,2023-12-05T00:00:00Z,,Donald
41.652850979,-86.21799798,2023-04-25T00:00:00Z,,Donald
41.652851985,-86.22733299,2023-08-14T00:00:00Z,,Donald
41.652858984,-86.22911398,2022-05-11T00:00:00Z,,Donald
41.652858984,-86.22911398,2023-03-24T00:00:00Z,,Donald
41.652858984,-86.22911398,2023-08-14T00:00:00Z,,Donald
41.65286,-86.2253,2024-08-20T00:00:00Z,,Donald
41.65286,-86.2253,2024-08-20T00:00:00Z,,Donald
41.65286,-86.2253,2025-05-16T00:00:00Z,,Donald
41.65286,-86.2185,2025-03-20T00:00:00Z,,Donald
41.652862001,-86.22407998,2022-09-26T00:00:00Z,,Donald
41.652862001,-86.22407998,2023-06-23T00:00:00Z,,Donald
41.652865019,-86.21722501,2023-01-29T00:00:00Z,,Donald
41.652865019,-86.21722501,2023-06-24T00:00:00Z,,Donald
41.65287101,-86.22255497,2024-06-12T00:00:00Z,,Donald
41.652879017,-86.283276,2022-03-19T00:00:00Z,,Olive
41.65288,-86.2745,2025-05-19T00:00:00Z,,Dorothy
41.65288,-86.2509,2024-12-17T00:00:00Z,,Bowman
41.65288,-86.2509,2024-12-17T00:00:00Z,,Bowman
41.65288602,-86.22096996,2024-05-21T00:00:00Z,,Donald
41.65289,-86.2395,2025-03-22T00:00:00Z,,High
41.65289,-86.221,2025-04-06T00:00:00Z,,Donald
41.65289402,-86.25968396,2022-03-17T00:00:00Z,,Kendall
41.65289402,-86.25968396,2022-09-04T00:00:00Z,,Kendall
41.652908018,-86.28514097,2022-03-21T00:00:00Z,,Meade
41.65292,-86.2794,2025-10-07T00:00:00Z,,Warren
41.652944982,-86.270506,2023-09-06T00:00:00Z,,Walnut
41.652967991,-86.25487501,2023-09-17T00:00:00Z,,Franklin
41.65297,-86.2255,2025-06-01T00:00:00Z,,Donald
41.652978007,-86.28447201,2022-04-15T00:00:00Z,,Wabash
41.65298,-86.2375,2025-07-07T00:00:00Z,,Donald
41.652981988,-86.26139101,2023-07-26T00:00:00Z,,Chapin
41.652985006,-86.235171,2023-07-21T00:00:00Z,,Miami
41.652997653,-86.22491813,2022-08-02T00:00:00Z,,Donald
41.653,-86.2352,2025-10-07T00:00:00Z,,Miami
41.65300102,-86.27299299,2024-06-24T00:00:00Z,,Gertrude
41.65301,-86.2833,2024-12-16T00:00:00Z,,Olive
41.65301,-86.2576,2025-07-25T00:00:00Z,,Taylor
41.653018995,-86.23577399,2022-06-03T00:00:00Z,,Donald
41.653018995,-86.23577399,2023-01-30T00:00:00Z,,Donald
41.65302,-86.2805,2025-03-08T00:00:00Z,,Carlisle
41.65302201,-86.25568596,2024-06-02T00:00:00Z,,William
41.65302201,-86.25568596,2024-06-02T00:00:00Z,,William
41.653022012,-86.25568596,2022-06-07T00:00:00Z,,William
41.653029011,-86.236394,2023-09-03T00:00:00Z,,Donald
41.65303,-86.2704,2025-08-07T00:00:00Z,,Walnut
41.65303,-86.2375,2025-09-25T00:00:00Z,,Donald
41.65303601,-86.27758401,2022-09-24T00:00:00Z,,Brookfield
41.65306,-86.2543,2025-10-20T00:00:00Z,,Franklin
41.653067987,-86.25968798,2023-01-16T00:00:00Z,,Kendall
41.65307,-86.2597,2025-06-20T00:00:00Z,,Kendall
41.65307398,-86.26203198,2023-06-03T00:00:00Z,,Catalpa
41.65307398,-86.26203198,2023-06-03T00:00:00Z,,Catalpa
41.653074986,-86.260899,2023-11-21T00:00:00Z,,Chapin
41.653086834,-86.2707353,2022-10-04T00:00:00Z,,Walnut
41.6531,-86.2626,2024-08-21T00:00:00Z,,Catalpa
41.6531,-86.231,2024-11-05T00:00:00Z,,Donald
41.6531,-86.231,2025-06-21T00:00:00Z,,Donald
41.653102017,-86.25706101,2022-03-05T00:00:00Z,,Taylor
41.653102017,-86.23276598,2023-04-02T00:00:00Z,,Donald
41.653102981,-86.23145999,2023-03-11T00:00:00Z,,Donald
41.653103987,-86.23095498,2022-06-06T00:00:00Z,,Donald
41.653111992,-86.23423097,2023-06-12T00:00:00Z,,Donald
41.653114003,-86.23393902,2023-12-01T00:00:00Z,,Donald
41.653118991,-86.23120895,2023-06-26T00:00:00Z,,Donald
41.653121,-86.25568,2024-05-22T00:00:00Z,,William
41.65313,-86.2723,2025-01-01T00:00:00Z,,Morris
41.653132988,-86.23230103,2023-04-11T00:00:00Z,,Donald
41.65313299,-86.23230103,2024-10-22T00:00:00Z,,Donald
41.65314502,-86.27704698,2024-10-24T00:00:00Z,,Brookfield
41.65315101,-86.23060797,2022-06-20T00:00:00Z,,Leer
41.653155997,-86.23465199,2022-04-17T00:00:00Z,,Miami
41.653177999,-86.25431803,2023-10-14T00:00:00Z,,Franklin
41.653194009,-86.27341402,2023-10-14T00:00:00Z,,Prairie
41.653212994,-86.23513998,2022-04-25T00:00:00Z,,Miami
41.65321337,-86.28326778,2025-02-02T00:00:00Z,,Olive
41.65322,-86.2489,2024-11-04T00:00:00Z,,Bowman
41.65322,-86.226,2025-08-05T00:00:00Z,,Donald
41.65322,-86.2246,2024-08-02T00:00:00Z,,Donald
41.653220998,-86.25565997,2023-06-27T00:00:00Z,,William
41.653222,-86.22600002,2024-10-17T00:00:00Z,,Donald
41.653222004,-86.22600002,2022-09-13T00:00:00Z,,Donald
41.653222004,-86.22600002,2023-09-22T00:00:00Z,,Donald
41.653224016,-86.22789802,2023-09-01T00:00:00Z,,Donald
41.65323,-86.2489,2025-03-23T00:00:00Z,,Bowman
41.65323,-86.2284,2025-07-22T00:00:00Z,,Donald
41.65323,-86.2266,2025-03-29T00:00:00Z,,Donald
41.653231979,-86.22835601,2023-01-17T00:00:00Z,,Donald
41.653231979,-86.22835601,2023-02-01T00:00:00Z,,Donald
